id,category,subcategory,transliteration,translation,arabic,reference
537,Prayer & Worship,What to say after completing the prayer,"Laa 'ilaaha 'illallaahu wahdahu laa shareeka lahu, lahul-mulku wa lahul-hamdu yuhyee wa yumeetu wa Huwa 'alaa kulli shay'in Qadeer.","None has the right to be worshipped but Allah alone, Who has no partner. His is the dominion and His is the praise . He brings life and He causes death , and He is Able to do all things. (Recite ten times in Arabic after the Maghrib and Fajr prayers.)",لَا إِلٰهَ إِلَّا اللهُ وَحَدْهُ لَا شَرِيكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ يُحْيِي وَيُمِيتُ، وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ,"Reference: At-Tirmithi 5/515, Ahmad 4/227. See its checking in Ibn Al-Qayyim Al-Jawziyyah's Zadul-Ma'ad 1/300."
538,Prayer & Worship,What to say after completing the prayer,"Allaahumma 'innee 'as'aluka 'ilman naafi'an, wa rizqan tayyiban, wa 'amalan mutaqabbalan.","O Allah, I ask You for knowledge that is of benefit , a good provision , and deeds that will be accepted. (Recite in Arabic after the Fajr prayer.)",اللَّهُمَّ إِنِّي أَسْأَلُكَ عِلْماً نَافِعاً، وَرِزْقاً طَيِّباً، وَعَمَلاً مُتَقَبَّلاً,"Reference: Ibn Majah and others. See Al-Albani, Sahih Ibn Majah 1/152 and Majma'uz-Zawd'id 10/111."
542,Prayer & Worship,What to say immediately following the Witr prayer,Subhaanal-Malikil-Quddoosi.,"Glory is to the King, the Holy. [Recite three times in Arabic, and raise and extend the voice on the third time and say . . .]",سُبْحَانَ الْمَلِكِ الْقُدُّوْسِ,null
543,Prayer & Worship,What to say immediately following the Witr prayer,Rabbil-malaa'ikati warroohi.,Lord of the angels and the Spirit.,رَبِّ الْمَلَائِكَةِ وَالرُّوحِ,"Reference: An-Nasa'i 3/244, Ad-Daraqutni and others. The final addition is from Ad-Daraqutni's version 2/ 31 and its chain of narration is authentic. See the checking of Zadul-Ma'ad by Shu'aib Al-Arna'ut and 'Abdul-Qadir Al-Arna'ut 1/337."
484,Prayer & Worship,What to say upon hearing the Athan/Azan,"Repeat what the Mu'aththin says, except for when he says: Hayya 'alas-Salaah (hasten to the prayer) and Hayya 'alal-Falaah (hasten to salvation). Here you should say: Laa hawla wa laa quwwata 'illaa billaah",There is no might and no power except by Allah.,حَيَّ عَلَى الصَّلاَةِ وَحَيَّ عَلَى الْفَلَاحِ . لَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِاللهِ ,"Reference: Al-Bukhari 1/152, Muslim 1/288."
485,Prayer & Worship,What to say upon hearing the Athan/Azan,"Wa 'anaa 'ash-hadu 'an laa 'ilaaha 'illallaahu wahdahu laa shareeka lahu wa 'anna Muhammadan 'abduhu wa Rasooluhu, radheetu billaahi Rabban, wa bi-Muhammadin Rasoolan wa bil'islaami deenan.","I bear witness that none has the right to be worshipped but Allah alone, Who has no partner, and that Muhammad is His slave and His Messenger. I am pleased with Allah as my Lord, with Muhammad as my Messenger and with Islam as my religion.1 [To be recited in Arabic after the Mu'aththin’s Tashahhud or the words of affirmation of Faith] 2",وَأَنَا أَشْهَدُ أَنْ لَا إِلَهَ إِلَّا اللهُ وَحْدَهُ لَا شَرِيكَ لَهُ وَأَنَّ مُحَمَّداً عَبْدُهُ وَرَسُولُهُ، رَضِيتُ بِاللهِ رَبَّاً وَبِمُحَمَّدٍ رَسُولاً وَبِالإِْسلاَمِ دِيناً,Reference: 1. Muslim 1/290. 2.Ibn Khuzaymah 1/220.
486,Prayer & Worship,What to say upon hearing the Athan/Azan,"Allaahumma Rabba haathihid-da 'watit-taammati wassalaatil-qaa'imati, 'aati Muhammadanil-waseelata walfadheelata, wab 'ath-hu maqaamam-mahmoodanil-lathee wa'adtahu, ['innaka laa tukhliful-mee'aad]","After replying to the call of Mu'aththin. you should recite in Arabic Allah's blessings on the Prophet. O Allah , Lord of this perfect call and established prayer. Grant Muhammad the intercession and favor, and raise him to the honored station You have promised him, [verily You do not neglect promises].",اللَّهُمَّ رَبَّ هَذِهِ الدَّعْوَةِ التَّامَّةِ، وَالصَّلَاةِ الْقَائِمَةِ، آتِ مُحَمَّدا نلْوَسِيلَةَ وَالْفَضِيلَةَ، وَابْعَثْهُ مَقَاماً مَحْمُودا نلَّذِي وَعَدْتَهُ، [إَنَّكَ لَا تُخْلِفُ الْمِيعَادَ],"Reference: Al-Bukhari 1/152, and the addition between brackets is from Al-Bayhaqi 1/410 with a good (Hasan) chain of narration. See 'Abdul-Azlz bin Baz's Tuhfatul-'Akhyar, pg. 38."
487,Prayer & Worship,What to say upon hearing the Athan/Azan,null,"Between the call to prayer and the 'Iqamah, you should supplicate Allah for yourself. Invocation during this time is not rejected.",null,null
679,Protection & Spiritual ,Invocation against evil portent,"Allaahumma laa tayra 'illaa tayruka, wa laa khayra 'illaa khayruka, wa laa 'ilaaha ghayruka.","O Allah there is no portent other than Your portent, no goodness other than Your goodness, and none worthy of worship other than You.",اللهُمَّ لَا طَيْرَ إِلَّا طَيْرُكَ، وَلَا خَيْرَ إِلَّا خَيْرَكَ، وَلَا إِلَهَ غَيْرُكَ,"Ahmad 2/220, Ibn As-Sunni (no. 292). See also Al-Albani, Silsilatul-'Ahadlth As-Sahihah 3/54, (no. 1065). As for bodings of good, these used to please the Prophet ﷺ and so when he heard good words from someone, he used to say: ""We have taken from you a good portent from your mouth,"" Abu Dawud, Ahmad. See also Al-Albani, Silsilatul-'Ahadith As-Sahihah 2/363, and it is with Abu Ash-Shaikh Al-Asfahani in 'Akhlaqun-Nabiyy, pg. 270."
678,Protection & Spiritual ,Invocation for Allah's protection from the False Messiah,null,"Whoever memorizes ten 'Ayat (Verses) from the beginning of Surat Al-Kahf, will be protected from the False Messiah⁽¹⁾ if he recites them in every prayer after the final Tashahhud before ending the prayer, seeking the protection of Allah from the trials of the False Messiah.⁽²⁾",null,"1.Muslim 1/555, another version mentions the last ten 'Ayat, Muslim 1/556.
2.See invocations no. 55 and 56 [ Al-Bukhari 2/102, Muslim 1/412, and this is Muslim's wording. Al-Bukhari 1/202, Muslim 1/412 ]"
680,Protection & Spiritual ,Repentance and seeking forgiveness,null,"Allah's Messenger ﷺ said: ""By Allah, I seek the forgiveness of Allah, and repent to Him more than seventy times in a day.""",null,"Al-Bukhari, cf. Al-Asqalani, Fathul-Bari 11/101."
681,Protection & Spiritual ,Repentance and seeking forgiveness,null,"Allah's Messenger ﷺ said: ""O people, repent to Allah, for I verily repent to Him one hundred times a day.""",null,Muslim 4/2076.
682,Protection & Spiritual ,Repentance and seeking forgiveness,'Astaghfirullaahal-'Adheemal-lathee laa 'ilaaha 'illaa Huwal-Hayyul-Qayyoomu wa 'atoobu 'ilayhi.,"I seek the forgiveness of Allah the Mighty, Whom there is none worthy of worship except Him, the Living, the Eternal, and I repent to Him, [ Allah will forgive him even if he has deserted the army's ranks. ]",أَسْتَغْفِرُ اللهَ الْعَظِيمَ الَّذِي لَا إِلٰهَ إِلَّا هُوَ الْحَيُّ الْقَيُّومُ وَأَتُوبُ إِلَيْهِ,"Abu Dawud 2/85, At-Tirmithi 5/569, and Al-Hakim who declared it authentic and Ath-Thahabi agreed with him 1/511. Al-Albani graded it authentic in Sahih At-Tirmithi 3/182. See also Jami'ul-'Usool li-'Ahadith Ar-Rasool 4/389-90 checked by Al-Arna'ut."
683,Protection & Spiritual ,Repentance and seeking forgiveness,null,"Allah's Messenger ﷺ said: ""The closest that the Lord comes to the slave is in the last portion of the night. So, if you are able to be among those who remember Allah in this hour, then be among them.""",null,"At-Tirmithi, An-Nasa'i 1/279 and Al-Hakim. See also Al-Albani, Sahih At-Tirmithi 3/183, and Jami'ul-'Usool with Al-Arna'ut's checking 4/144."
684,Protection & Spiritual ,Repentance and seeking forgiveness,null,"Allah's Messenger ﷺ said: ""The closest that the slave comes to his Lord is when he is prostrating, so invoke Allah much (in prostration).""",null,Muslim 1/350.
685,Protection & Spiritual ,Repentance and seeking forgiveness,null,"Allah's Messenger ﷺ said: ""It is a heavy thing for my heart if I do not seek Allah's forgiveness a hundred times a day.""",null,"Muslim 4/2075. Ibn 'Athir explains that the Prophet ﷺ was always vigilant in his remembrance and drawing near to Allah, and if he forgot to do any of what he normally did from time to time, or it slipped his mind, he felt as if he had wronged himself and so he would begin to seek the forgiveness of Allah. See Jami'ul-'Usool 4/386."
686,Protection & Spiritual ,The excellence of remembering Allah,Subhaanallaahi wa bihamdihi.,"Allah's Messenger ﷺ said: Whoever says: [Subhaanallaahi wa bihamdihi.] Glorified is Allah and praised is He. One hundred times a day, will have his sins forgiven even if they are like the foam of the sea.",سُبْحَانَ اللهِ وَبِحَمْدِهِ,"Al-Bukhari 7/168, Muslim 4/2071, see also invocation no. 91."
687,Protection & Spiritual ,The excellence of remembering Allah,"Allah's Messenger ﷺ said: Whoever says: Laa 'ilaaha 'illallaahu wahdahu laa shareeka lahu, lahul-mulku wa lahul-hamdu wa Huwa 'alaa kulli shay'in Qadeer.","None has the right to be worshipped but Allah alone, Who has no partner. His is the dominion and His is the praise, and He is Able to do all things. [ ten times, will have the reward for freeing four slaves from the Children of Isma'il. ]",لَا إِلٰهَ إِلَّا اللهُ وَحْدَهُ لَا شَرِيكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ، وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ,"Al-Bukhari 7/67, Muslim 4/2071, see also invocation no. 93."
688,Protection & Spiritual ,The excellence of remembering Allah,"Allah's Messenger ﷺ said: Two words are light on the tongue, weigh heavily in the balance, and are loved by the Most Merciful One:
Subhaanal-laahi wa bihamdihi, Subhaanal-laahil-'Adheem.","Glorified is Allah and praised is He, Glorified is Allah the Most Great.",سُبْحَانَ اللهِ وَبِحَمْدِهِ سُبْحَانَ اللهِ الْعَظِيمِ,"Al-Bukhari 7/168, Muslim 4/2072."
689,Protection & Spiritual ,The excellence of remembering Allah,"Allah's Messenger ﷺ said: For me to say: Subhaanallaahi, walhamdu lillaahi, wa laa 'ilaaha 'illallaahu, wallaahu 'Akbar.","Glory is to Allah, and praise is to Allah, and there is none worthy of worship but Allah, and Allah is the Most Great. [ is dearer to me than all that the sun rises upon (i.e. the whole world). ]",سُبْحَانَ اللهِ، وَالْحَمْدُ اللهِ، لَا إِلٰهَ إِلَّا اللهُ، وَاللهُ أَكْبَرُ,Muslim 4/2072.
690,Protection & Spiritual ,The excellence of remembering Allah,null,"Allah's Messenger ﷺ said: ""Is anyone of you incapable of earning one thousand Hasanah (rewards) in a day?"" Someone from his gathering asked, ""How can anyone of us earn a thousand Hasanah?"" He said, ""Glorify Allah a hundred times and a thousand Hasanah will be written for you, or a thousand sins will be wiped away.""",null,Muslim 4/2073.
691,Protection & Spiritual ,The excellence of remembering Allah,Subhaanallaahil-'Adheemi wa bihamdihi.,Glorified is Allah the Most Great and praised is He. [ will have a date palm planted for him in Paradise. ],سُبْحَانَ اللهِ الْعَظِيمِ وَبِحَمْدِهِ,"At-Tirmithi 5/511, and Al-Hakim who graded it authentic and Ath-Thahabi agreed 1/501. See also Al-Albani, Sahihul-Jami' As-Saghir 5/531 and Sahih At-Tirmithi 3/160."
692,Protection & Spiritual ,The excellence of remembering Allah,"Allah's Messenger ﷺ said: ""O Abdullah bin Qais, should I not point you to one of the treasures of Paradise?"" I said, ""Yes, O Messenger of Allah."" So he told me to say: Laa hawla wa laa quwwata 'illaa billaah.",There is no power and no might except by Allah.,لَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِاللهِ,"Al-Bukhari, cf. Al-Asqalani, Fathul-Bari 11/213, Muslim 4/2076."
693,Protection & Spiritual ,The excellence of remembering Allah,Allah's Messenger ﷺ said: The most beloved words to Allah are four: [ Subhaanallaah. ] [ Walhamdu lillaah. ] [ Wa laa 'ilaaha 'illallaah. ] and [ Wallaahu 'Akbar. ].,[ Glorified is Allah ] and [ The praise is for Allah ] and [ There is none worthy of worship but Allah ] and [ Allah is the Most Great ].,سُبْحَانَ اللهِ. وَالْحَمْدُ اللهِ. وَلَا إِلٰهَ إِلَّا اللهُ. وَاللهُ أَكْبَرُ,Muslim 3/1685.
694,Protection & Spiritual ,The excellence of remembering Allah,"A desert Arab came to Allah's Messenger ﷺ and said, ""Teach me a word that I can say."" The Prophet told him to say: Laa 'ilaaha 'illallaahu wahdahu laa shareeka lahu, Allaahu 'Akbaru kabeeran, walhamdu lillaahi katheeran, Subhaanallaahi Rabbil-'aalameen, laa hawla wa laa quwwata 'illaa biilaahil-'Azeezil-Hakeem. [ He said, ""That is for my Lord, but what about me?"" The Prophet ﷺ told him to say: ] Allaahummaghfir lee, warhamnee, wahdinee warzuqnee","There is none worthy of worship but Allah , Who has no partner, Allah is the Great, the Most Great, and praise is to Allah in abundance, glory is to Allah, Lord of the worlds. There is no power and no might but by Allah the Mighty, the Wise. [ He said, ""That is for my Lord, but what about me?"" The Prophet ﷺ told him to say: ] O Allah forgive me, and have mercy on me, and guide me, and provide for me.","A desert Arab came to Allah's Messenger (peace and blessings be upon him) and said, ""Teach me a word that I can say."" The Prophet told him to say

لَا إِلٰهَ إِلَّا اللهُ وَحْدَهُ لَا شَرِيكَ لَهُ، اللهُ أَكْبَرُ كَبِيرًا، وَالْحَمْدُ اللهِ كَثِيرًا، سُبْحَانَ اللهِ رَبِّ الْعَالَمِينَ، لَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِاللهِ الْعَزِيزِ الْحَكِيمِ .

He said ""That is for my Lord, but what about me?"" The Prophet (peace and blessings be upon him) told him to say

اللهُمَّ اغْفِرْ لِي، وَارْحَمْنِي، وَاهْدِنِي وَارْزُقْنِي","Muslim 4/2072, Abu Dawud reports the same Hadith with the addition: and when the Arab left, the Prophet ﷺ said: ""He has filled his hands with goodness."" 1/220."
695,Protection & Spiritual ,The excellence of remembering Allah,"Whenever anyone accepted Islam, the Prophet ﷺ used to teach him how to pray then he would instruct him to invoke Allah with the following words: Allaahummaghfir lee, warhamnee, wahdinee, wa 'aafinee warzuqnee.","O Allah forgive me, and have mercy on me and guide me and give me good health and provide for me.","Whenever anyone accepted Islam, the Prophet (peace and blessings be upon him) used to teach him how to pray then he would instruct him to invoke Allah with the following words اللهُمَّ اغْفِرْ لِي، وَارْحَمْنِي، وَاهْدِنِي، وَعَافِنِي وَارْزُقْنِي","Muslim 4/2073, and in one of Muslim's reports there is the addition: 'For these words combine [the goodness of] this world and the next.'"
696,Protection & Spiritual ,The excellence of remembering Allah,The most excellent invocation is: Alhamdu lillaah. and the most excellent words of rememberance are: Laa 'ilaaha'illallaah.,Praise is for Allah. [ and the most excellent words of rememberance are: ] There is none worthy of worship but Allah.,The most excellent invocation is الْحَمْدُ اللهِ . and the most excellent words of rememberance are لَا إِلٰهَ إِلَّا اللهُ,"At-Tirmithi 5/462, Ibn Majah 2/1249, and Al-Hakim who graded it authentic and Ath-Thahabi agreed 1/503. See Al-Albani, Sahihul-Jami' As-Saghir 1/362."
697,Protection & Spiritual ,The excellence of remembering Allah,The good deeds which endure are: [ Subhaanallaah. ] [ Walhamdu lillaah ] and [ Wa laa 'ilaaha 'illallaah. ] and [ Wallaahu 'Akbar. ] and Wa laa hawla wa laa quwwata 'illaa billaah,"[ Glorified is Allah, ] and [ The praise is for Allah, ] and [ There is none worth of worship but Allah, ] and [ Allah is the Most Great, ] and [There is no power and no might except by Allah].",The good deeds which endure are سُبْحَانَ اللهِ. وَالْحَمْدُ اللهِ. وَلَا إِلٰهَ إِلَّا اللهُ. وَلَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِاللهِ,"Ahmad (no. 513) (Ahmad Shakir, ed.) and its chain of narration is authentic. See Majma'uz-Zawa'id 1/297. Ibn Hajar mentions it in Bulughul-Maram saying that Ibn Hibban and Al-Hakim considered it authentic."
466,Quranic Duas,Duas inside the Quran,"Inna fee khalqis-samaawaati wal'ardhi wakhtilaafil-layli wannahaari la'aayaatil-li 'oolil-'albaab. Allatheena yathkuroon-allaaha qiyaaman wa qu'oodan vua 'alaa junoobihim wa yatafakkaroona fee khalqis-samaawaati wal'ardhi Rabbanaa maa khalaqta haathaa baatilan subhaanaka faqinaa 'athaaban-naar. Rabbanaa 'innaka man tudkhilin-naara faqad 'akhzaytahu wa maa lidhdhalimeena rain 'ansaar. Rabbanaa 'innanaa sami'naa munaadiyan yunaadee lil'eemaani 'an 'aaminoo birabbikum fa'aamannaa, Rabbanaa faghfir lanaa thunoobanaa wa kaffir 'annaa sayyi'aatinaa wa tawaffanaa ma'al-'abraar. Rabbanaa wa 'aatinaa maa wa'adtanaa 'alaa rusulika wa laa tukhzinaa yawmal-qiyaamati, 'innaka laa tukhliful-mee'aad. Fastajaaba lahum Rabbuhum'annee laa 'udhee'u 'amala 'aanulim-minkum min thakarin 'aw 'unthaa, ba'dhukum mim ba'dh, fallatheena haajaroo wa 'ukhrijoo min diyaarihim wa 'oothoo fee sabeelee wa qaataloo wa qutiloo la'ukaffiranna 'anhum sayyi'aatihim wa la'udkhilannahum jannaatin tajree min tahtihal-'anhaaru thawaaban min 'indillaah, wallaahu 'indahu husnuth-thawaab. Laa yaghur-rannaka taqallubul-latheena kafaroo fil-bilaad. Mataa'un qaleelun thumma ma'waahum jahannam, wa bi'sal-mihaad. Laakinil-latheenat-taqaw Rabbahum lahumjannaatun tajree min tahtihal-'anhaaru khaalideena feehaa nuzulam-min 'indillaah, wa maa 'indallaahi khayrul-lil'abraar. Wa 'inna min 'ahlil-kitaabi laman yu'minu billaahi wa maa 'unzila 'ilaykum wa maa 'unzila 'ilayhim khaashi'eena lillaahi laa yashtaroona bi'aayaatillaahi thamanan qaleela, 'oolaa'ika lahum 'ajruhum 'inda Rabbihim, 'innallaaha saree'ul-hisaab. Yaa'ayyuhal-latheena 'aamanus-biroo wa saabiroo wa raabitoo wattaqul-laaha la'allakum tuflihoon.","Verily! In the creation of the heavens and the earth, and in the alternation of night and day, there are indeed Signs for men of understanding. Those who remember Allah standing, sitting and lying down on their sides, and think deeply about the creation of the heavens and the earth, (saying:) ""Our LordA You. have not created this without purpose, glory is to You! Give us salvation from the torment of the Fire. Our Lord! Verily, whom You admit to the Fire, indeed, You have disgraced him, and never will the oppressors find any helpers. Our Lord! Verily, we have heard the call of one calling to Faith (saying:) 'Believe in your Lord,' and we have believed. Our Lord! Forgive us our sins and expiate from us our evil deeds, and make us die in the state of righteousness together with the pious and righteous slaves. Our Lord! Grant us what You promised us through Your Messengers, and disgrace us not on the Day of Resurrection, for You never break (Your) promise."" So, their Lord answered them (saying): ""Never will I allow to be lost the work of any of you, be he male or female. You issue forth one from another, so those who emigrated and were driven out from their homes, and suffered harm in My Cause and who fought, and were killed in My Cause, verily, I will expiate from them their evil deeds and admit them into Gardens under which rivers flow ; a reward from Allah , and with Allah is the best of rewards ."" Let not the free disposal of the disbelievers through out the land deceive you . A brief enjoyment ; then , their ultimate abode is Hell ; and worst indeed is that place for rest . But , for those who fear their Lord, are Gardens under which rivers flow ; therein are they to dwell forever , and entertainment from Allah ; and that which is with Allah is the best for the pious and righteous slaves . And there are , certainly , among the people of the Scripture , those who believe in Allah and in that which has been revealed to you , and in that which has been revealed to them , hum bling themselves before Allah . They do not sell the Verses of Allah for a little price, for them is a reward with their Lord . Surely , Allah is Swift in account . O you who believe! Have patience and contend in patience, be vigilant and informed, and fear Allah , so that you may be successful.",إِنَّ فِي خَلْقِ السَّمَاوَاتِ وَالْأَرْضِ وَاخْتِلَافِ اللَّيْلِ وَالنَّهَارِ لَآيَاتٍ لِأُولِي الْأَلْبَابِ ۞ الَّذِينَ يَذْكُرُونَ اللهَ قِيَامًا وَقُعُودًا وَعَلَى جُنُوبِهِمْ وَيَتَفَكَّرُونَ فِي خَلْقِ السَّمَاوَاتِ وَالْأَرْضِ رَبَّنَا مَا خَلَقْتَ هَذَا بَاطِلًا سُبْحَانَكَ فَقِنَا عَذَابَ النَّارِ ۞ رَبَّنَا إِنَّكَ مَنْ تُدْخِلِ النَّارَ فَقَدْ أَخْزَيْتَهُ وَمَا لِلظَّالِمِينَ مِنْ أَنْصَارٍ ۞ رَبَّنَا إِنَّنَا سَمِعْنَا مُنَادِيًا يُنَادِي لِلْإِيمَانِ أَنْ آمِنُوا بِرَبِّكُمْ فَآمَنَّا رَبَّنَا فَاغْفِرْ لَنَا ذُنُوبَنَا وَكَفِّرْ عَنَّا سَيِّئَاتِنَا وَتَوَفَّنَا مَعَ الْأَبْرَارِ ۞ رَبَّنَا وَآتِنَا مَا وَعَدْتَنَا عَلَى رُسُلِكَ وَلَا تُخْزِنَا يَوْمَ الْقِيَامَةِ إِنَّكَ لَا تُخْلِفُ الْمِيعَادَ ۞ فَاسْتَجَابَ لَهُمْ رَبُّهُمْ أَنِّي لَا أُضِيعُ عَمَلَ عَامِلٍ مِنْكُمْ مِنْ ذَكَرٍ أَوْ أُنْثَى بَعْضُكُمْ مِنْ بَعْضٍ فَالَّذِينَ هَاجَرُوا وَأُخْرِجُوا مِنْ دِيَارِهِمْ وَأُوذُوا فِي سَبِيلِي وَقَاتَلُوا وَقُتِلُوا لَأُكَفِّرَنَّ عَنْهُمْ سَيِّئَاتِهِمْ وَلَأُدْخِلَنَّهُمْ جَنَّاتٍ تَجْرِي مِنْ تَحْتِهَا الْأَنْهَارُ ثَوَابًا مِنْ عِنْدِ اللهِ وَاللهُ عِنْدَهُ حُسْنُ الثَّوَابِ ۞ لَا يَغُرَّنَّكَ تَقَلُّبُ الَّذِينَ كَفَرُوا فِي الْبِلَادِ ۞ مَتَاعٌ قَلِيلٌ ثُمَّ مَأْوَاهُمْ جَهَنَّمُ وَبِئْسَ الْمِهَادُ ۞ لَكِنِ الَّذِينَ اتَّقَوْا رَبَّهُمْ لَهُمْ جَنَّاتٌ تَجْرِي مِنْ تَحْتِهَا الْأَنْهَارُ خَالِدِينَ فِيهَا نُزُلًا مِنْ عِنْدِ اللهِ وَمَا عِنْدَ اللهِ خَيْرٌ لِلْأَبْرَارِ ۞ وَإِنَّ مِنْ أَهْلِ الْكِتَابِ لَمَنْ يُؤْمِنُ بِاللهِ وَمَا أُنْزِلَ إِلَيْكُمْ وَمَا أُنْزِلَ إِلَيْهِمْ خَاشِعِينَ للهِ لَا يَشْتَرُونَ بِآيَاتِ اللهِ ثَمَنًا قَلِيلًا أُولَئِكَ لَهُمْ أَجْرُهُمْ عِنْدَ رَبِّهِمْ إِنَّ اللهَ سَرِيعُ الْحِسَابِ ۞ يَا أَيُّهَا الَّذِينَ آمَنُوا اصْبِرُوا وَصَابِرُوا وَرَابِطُوا وَاتَّقُوا اللهَ لَعَلَّكُمْ تُفْلِحُونَ,"Reference: Qur'an Aal-'Imran 3: 190-200; Al-Bukhari, cf. Al-Asqalani, Fathul-Bari 8/237; Muslim 1/530."
530,Quranic Duas,Duas inside the Quran,Bismillaahir-Rahmaanir-Raheem. Qul Huwallaahu 'Ahad. Allaahus-Samad. Lam yalid wa lam yoolad. Wa lam yakun lahu kufuwan 'ahad.,"With the Name of Allah, the Most Gracious, the Most Merciful. Say: He is Allah (the) One. The Self-Sufficient Master, Whom all creatures need, He begets not nor was He begotten, and there is none equal to Him.","بِسْمِ اللهِ الرَّحْمٰنِ الرَّحِيمِ ""قُلْ هُوَ اللهُ أَحَدٌ ۞ اللهُ الصَّمَدُ ۞ لَمْ يَلِدْ وَلَمْ يُولَدْ ۞ وَلَمْ يَكُن لَّهُ كُفُوًا أَحَدٌ",Reference: Al-Ikhlas 112:1-4.
532,Quranic Duas,Duas inside the Quran,Bismillaahir-Rahmaanir-Raheem. Qul 'a'oothu birabbil-falaq. Min sharri maa khalaq. Wa min sharri ghaasiqin 'ithaa waqab. Wa min sharrin-naffaathaati fil-'uqad. Wa min sharri haasidin 'ithaa hasad.,"With the Name of Allah, the Most Gracious, the Most Merciful. Say: I seek refuge with (Allah) the Lord of the daybreak, from the evil of what He has created, and from the evil of the darkening (night) as it comes with its darkness, and from the evil of those who practice witchcraft when they blow in the knots, and from the evil of the envier when he envies.","بِسْمِ اللهِ الرَّحْمٰنِ الرَّحِيمِ ""قُلْ أَعُوذُ بِرَبِّ الْفَلَقِ ۞ مِن شَرِّ مَا خَلَقَ ۞ وَمِن شَرِّ غَاسِقٍ إِذَا وَقَبَ ۞ وَمِن شَرِّ النَّفّٰثَٰتِ فِي الْعُقَدِ ۞ وَمِن شَرِّ حَاسِدٍ إِذَا حَسَدَ",Reference: Al-Falaq 113:1-5.
534,Quranic Duas,Duas inside the Quran,Bismillaahir-Rahmaanir-Raheem . Qul 'a'oothu birabbin-naas . Malikin-naas . 'Ilaahin-naas . Min sharril-waswaasil-khannaas. Allathee yuwaswisu fee sudoorin-naas. Minal-jinnati wannaas.,"With the Name of Allah , the Most Gracious , the Most Merciful. Say: I seek refuge with (Allah) the Lord of mankind, the King of mankind , the God of mankind , from the evil of the whisperer who withdraws, who whispers in the breasts of mankind, of jinns and men.1 (These Surahs should be recited in Arabic after each prayer. After the Maghrib and Fajr prayers they should be recited three times each.) 2","بِسْمِ اللهِ الرَّحْمٰنِ الرَّحِيمِ ""قُلْ أَعُوذُ بِرَبِّ النَّاسِ ۞ مَلِكِ النَّاسِ ۞ إِلَهِ النَّاسِ ۞ مِن شَرِّ الْوَسْوَاسِ الْخَنَّاسِ ۞ الَّذِي يُوَسْوِسُ فِي صُدُورِ النَّاسِ ۞ مِنَ الْجِنَّةِ وَالنَّاسِ","Reference: 1.  An-Nas 114:1-6
2. Abu Dawud 2/86, An-Nasa'i 3/68. See also Al-Albani, SahihAt-Tirmithi 2/8."
536,Quranic Duas,Duas inside the Quran,"Allaahu laa 'ilaaha 'illaa Huwal-Hayyul-Qayyoom, laa ta'khuthuhu sinatun wa laa nawm, lahu maa fis-samaawaati wa maafil-'ardh, man thal-lathee yashfa'u 'indahu 'illaa bi'ithnih, ya'lamu maa bayna 'aydeehim wa maa khalfahum, wa laa yuheetoona bishay'im-min 'ilmihi 'illaa bimaa shaa'a, wasi'a kursiyyuhus-samaawaati wal'ardh, wa laa ya'ooduhu hifdhuhumaa, wa Huwal-'Aliyyul- 'Adheem.","Allah! There is none worthy of worship but He, the Ever Living, the One Who sustains and protects all that exists. Neither slumber nor sleep overtakes Him. To Him belongs whatever is in the heavens and whatever is on the earth. Who is he that can intercede with Him except with His Permission? He knows what happens to them in this world, and what will happen to them in the Hereafter. And they will never encompass anything of His Knowledge except that which He wills. His Throne extends over the heavens and the earth, and He feels no fatigue in guarding and preserving them. And He is the Most High, the Most Great. ",ٱللَّهُ لَآ إِلَٰهَ إِلَّا هُوَ ٱلْحَىُّ ٱلْقَيُّومُ ۚ لَا تَأْخُذُهُۥ سِنَةٌ وَلَا نَوْمٌ ۚ لَّهُۥ مَا فِى ٱلسَّمَٰوَٰتِ وَمَا فِى ٱلْأَرْضِ ۗ مَن ذَا ٱلَّذِى يَشْفَعُ عِندَهُۥٓ إِلَّا بِإِذْنِهِۦ ۚ يَعْلَمُ مَا بَيْنَ أَيْدِيهِمْ وَمَا خَلْفَهُمْ ۖ وَلَا يُحِيطُونَ بِشَىْءٍ مِّنْ عِلْمِهِۦٓ إِلَّا بِمَا شَآءَ ۚ وَسِعَ كُرْسِيُّهُ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضَ ۖ وَلَا يَئُودُهُۥ حِفْظُهُمَا ۚ وَهُوَ ٱلْعَلِىُّ ٱلْعَظِيمُ,null
